epoch,loss,val_loss
0,5.995397567749023,1.4046497344970703
1,1.218508243560791,1.1101144552230835
2,1.9475215673446655,3.2636377811431885
3,1.5329744815826416,2.1898841857910156
4,1.395524263381958,2.571043014526367
5,1.5497980117797852,6.717112064361572
